route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id,wheelchair_accessible,route_direction,trip_note,bikes_allowed
"1-10T-3-sj2-1","tw3+1","24.tw3.1-10T-3-sj2-1.2.R","1-10T-3-sj2-1.2.R","Sydenham","1","","2","Bankstown, then all stations to Sydenham","",""
"1-10T-3-sj2-1","tw4+1","24.tw4.1-10T-3-sj2-1.2.R","1-10T-3-sj2-1.2.R","Sydenham","1","","2","Bankstown, then all stations to Sydenham","",""
"1-10T-3-sj2-1","tw5+1","24.tw5.1-10T-3-sj2-1.2.R","1-10T-3-sj2-1.2.R","Sydenham","1","","2","Bankstown, then all stations to Sydenham","",""
"1-10T-3-sj2-1","tw3+1","240.tw3.1-10T-3-sj2-1.1.H","1-10T-3-sj2-1.1.H","Bankstown","0","","2","Sydenham, then all stations to Bankstown","",""
"1-10T-3-sj2-1","tw4+1","240.tw4.1-10T-3-sj2-1.1.H","1-10T-3-sj2-1.1.H","Bankstown","0","","2","Sydenham, then all stations to Bankstown","",""
"1-10T-3-sj2-1","tw3+1","241.tw3.1-10T-3-sj2-1.1.H","1-10T-3-sj2-1.1.H","Bankstown","0","","2","Sydenham, then all stations to Bankstown","",""
"1-10T-3-sj2-1","tw4+1","241.tw4.1-10T-3-sj2-1.1.H","1-10T-3-sj2-1.1.H","Bankstown","0","","2","Sydenham, then all stations to Bankstown","",""
"1-10T-3-sj2-1","tw3+1","242.tw3.1-10T-3-sj2-1.1.H","1-10T-3-sj2-1.1.H","Bankstown","0","","2","Sydenham, then all stations to Bankstown","",""
"1-10T-3-sj2-1","tw4+1","242.tw4.1-10T-3-sj2-1.1.H","1-10T-3-sj2-1.1.H","Bankstown","0","","2","Sydenham, then all stations to Bankstown","",""
"1-10T-3-sj2-1","tw3+1","243.tw3.1-10T-3-sj2-1.1.H","1-10T-3-sj2-1.1.H","Bankstown","0","","2","Sydenham, then all stations to Bankstown","",""
"1-10T-3-sj2-1","tw4+1","243.tw4.1-10T-3-sj2-1.1.H","1-10T-3-sj2-1.1.H","Bankstown","0","","2","Sydenham, then all stations to Bankstown","",""
